,SalesOrderNumber,Cluster Labels without Region,Cluster Labels with Region
1493,45701,0,0
1494,45702,2,2
1495,45703,0,0
1496,45704,1,0
1497,45705,0,0
1498,45706,2,2
1499,45707,2,2
1500,45708,1,0
1501,45709,0,0
1502,45710,2,2
1503,45711,0,0
1504,45712,0,2
1505,45713,0,0
1506,45714,0,0
1507,45715,1,0
1508,45716,0,0
1509,45717,0,0
1510,45718,0,0
1511,45719,0,0
1512,45720,0,0
1513,45721,0,2
1514,45722,0,0
1515,45723,2,2
1516,45724,1,0
1517,45725,1,1
1518,45726,1,0
1519,45727,0,0
1520,45728,2,2
1521,45729,0,0
1522,45730,1,1
1523,45731,2,2
1524,45732,0,0
1525,45733,0,0
1526,45734,0,0
1527,45735,0,0
1528,45736,2,2
1529,45737,2,2
1530,45738,0,2
1531,45739,2,2
1532,45740,0,0
1533,45741,0,0
1534,45742,0,0
1535,45743,1,0
1536,45744,2,2
1537,45745,0,0
1538,45746,0,0
1539,45747,0,0
1540,45748,1,2
1541,45749,1,1
1542,45750,0,0
1543,45751,1,2
1544,45752,0,0
1545,45753,0,0
1546,45754,1,0
1547,45755,0,0
1548,45756,0,0
1549,45757,1,1
1550,45758,2,2
1551,45759,0,0
1552,45760,0,0
1553,45761,1,0
1554,45762,1,0
1555,45763,2,2
1556,45764,1,0
1557,45765,2,2
1558,45766,0,0
1559,45767,0,0
1560,45768,0,0
1561,45769,0,0
1562,45770,0,0
1563,45771,2,2
1564,45772,0,0
1565,45773,0,0
1566,45774,2,2
1567,45775,2,2
1568,45776,1,0
1569,45777,0,0
1570,45778,0,0
1571,45816,0,0
1572,45817,1,1
1573,45818,1,2
1574,45819,1,1
1575,45820,2,2
1576,45821,0,0
1577,45822,2,2
1578,45823,0,0
1579,45824,0,0
1580,45825,1,0
1581,45826,0,0
1582,45827,1,1
1583,45828,1,2
1584,45829,2,2
1585,45830,1,1
1586,45831,1,1
1587,45832,0,0
1588,45833,0,0
1589,45834,0,0
1590,45835,0,0
1591,45836,1,0
1592,45837,0,0
1593,45838,0,0
1594,45839,0,0
1595,45840,2,2
1596,45841,1,0
1597,45842,0,0
1598,45843,0,0
1599,45844,1,0
1600,45845,1,0
1601,45846,0,0
1602,45847,0,0
1603,45848,0,2
1604,45849,1,1
1605,45850,0,0
1606,45851,0,0
1607,45852,0,2
1608,45853,1,1
1609,45854,0,0
1610,45855,1,2
1611,45856,2,2
1612,45857,0,0
1613,45858,0,0
1614,45859,1,0
1615,45860,0,0
1616,45861,0,0
1617,45862,1,0
1618,45863,0,0
1619,45864,2,2
1620,45865,1,1
1621,45866,0,0
1622,45867,0,0
1623,45868,1,0
1624,45869,1,0
1625,45870,0,0
1626,45871,1,2
1627,45872,2,2
1628,45873,1,0
1629,45874,0,0
1630,45875,2,2
1631,45876,2,2
1632,45877,0,0
1633,45878,1,0
1634,45879,1,2
1635,45880,0,0
1636,45881,0,0
1637,45882,0,0
1638,45883,1,0
1639,45884,0,0
1640,45885,0,0
1641,45886,0,2
1642,45887,1,2
1643,45888,0,0
1644,45889,0,0
1645,45890,1,1
1646,45891,1,1
1647,45892,0,0
1648,45893,1,0
1649,45894,1,2
1650,45895,0,0
1651,45896,0,0
1652,45897,1,0
1653,45898,0,0
1654,45899,0,0
1655,45900,0,0
1656,45901,0,0
1657,45902,1,0
1658,45903,1,0
1659,45904,0,0
1660,45905,1,1
1661,45906,1,1
1662,45907,0,0
1663,45908,0,0
1664,45909,1,0
1665,45910,1,0
1666,45911,1,0
1667,45912,1,0
1668,45913,0,0
1669,45914,1,0
1670,45915,1,1
1671,45916,0,0
1672,45917,1,1
1673,45918,0,0
1674,45919,0,0
1675,45920,0,0
1676,45921,1,0
1677,45922,0,0
1678,45923,1,0
1679,45924,1,1
1680,45925,1,1
1681,45926,0,0
1682,45927,1,0
1683,45928,1,0
1684,45929,0,0
1685,45930,0,2
1686,45931,0,0
1687,45932,0,0
1688,45933,0,0
1689,45934,0,0
1690,45935,1,2
1691,45936,0,0
1692,45937,1,0
1693,45938,0,0
1694,45939,1,2
1695,45940,2,2
1696,45941,2,2
1697,45942,2,2
1698,45943,2,2
1699,45944,0,0
1700,45945,1,2
1701,45946,0,0
1702,45947,1,1
1703,45948,0,2
1704,45949,2,2
1705,45950,2,2
1706,45951,1,0
1707,45952,2,2
1708,45953,0,0
1709,45954,1,0
1710,45955,2,2
1711,45956,2,2
1712,45957,0,0
1713,45958,0,0
1714,45959,0,0
1715,45960,0,0
1716,45961,1,0
1717,45962,0,0
1718,45963,0,0
1719,45964,0,0
1720,45965,1,2
1721,45966,1,0
1722,45967,1,2
1723,45968,0,0
1724,45969,1,1
1725,45970,0,0
1726,45971,1,1
1727,45972,1,2
1728,45973,0,0
1729,45974,0,0
1730,45975,1,2
1731,45976,0,0
1732,45977,0,0
1733,45978,0,0
1734,45979,1,1
1735,45980,1,1
1736,45981,1,0
1737,45982,2,2
1738,45983,1,0
1739,45984,0,0
1740,45985,0,0
1741,45986,0,0
1742,45987,0,0
1743,45988,0,0
1744,45989,0,0
1745,45990,1,1
1746,45991,2,2
1747,45992,1,0
1748,45993,0,0
1749,45994,0,0
1750,45995,0,0
1751,45996,0,0
1752,45997,1,2
1753,45998,1,2
1754,45999,0,0
1755,46000,0,0
1756,46001,1,0
1757,46002,0,0
1758,46003,0,0
1759,46004,0,0
1760,46005,1,0
1761,46006,0,0
1762,46007,2,2
1763,46008,0,0
1764,46009,0,0
1765,46010,1,1
1766,46011,1,1
1767,46012,1,2
1768,46013,0,0
1769,46014,0,0
1770,46015,0,0
1771,46016,0,0
1772,46017,0,0
1773,46018,0,0
1774,46019,1,2
1775,46020,2,2
1776,46021,2,2
1777,46022,2,2
1778,46108,1,0
1779,46109,2,2
1780,46110,2,2
1781,46111,1,0
1782,46112,1,1
1783,46113,0,0
1784,46114,2,2
1785,46115,0,0
1786,46116,1,2
1787,46117,0,0
1788,46118,2,2
1789,46119,1,2
1790,46120,1,0
1791,46121,0,0
1792,46122,1,0
1793,46123,2,2
1794,46124,0,0
1795,46125,1,0
1796,46126,1,2
1797,46127,1,2
1798,46128,1,1
1799,46129,1,0
1800,46130,2,2
1801,46131,0,0
1802,46132,0,0
1803,46133,0,0
1804,46134,0,0
1805,46135,1,0
1806,46136,1,0
1807,46137,0,0
1808,46138,2,2
1809,46139,2,2
1810,46140,0,0
1811,46141,1,2
1812,46142,0,0
1813,46143,2,2
1814,46144,0,0
1815,46145,1,2
1816,46146,2,2
1817,46147,1,2
1818,46148,2,2
1819,46149,0,0
1820,46150,2,2
1821,46151,2,2
1822,46152,1,0
1823,46153,1,2
1824,46154,0,0
1825,46155,0,0
1826,46156,0,0
1827,46157,2,2
1828,46158,1,2
1829,46159,0,0
1830,46160,0,0
1831,46161,1,1
1832,46162,2,2
1833,46163,1,0
1834,46164,0,0
1835,46165,0,0
1836,46166,1,0
1837,46167,0,0
1838,46168,1,2
1839,46169,0,0
1840,46170,0,0
1841,46171,0,0
1842,46172,1,0
1843,46173,1,0
1844,46174,2,2
1845,46175,0,0
1846,46176,1,1
1847,46177,0,0
1848,46178,1,2
1849,46179,0,0
1850,46180,0,0
1851,46181,0,0
1852,46182,0,0
1853,46183,1,0
1854,46184,1,0
1855,46185,1,1
1856,46186,1,0
1857,46187,1,0
1858,46188,0,0
1859,46189,0,0
1860,46190,1,0
1861,46191,1,1
1862,46192,1,1
1863,46193,1,2
1864,46194,0,0
1865,46195,1,0
1866,46196,0,0
1867,46197,2,2
1868,46198,2,2
1869,46199,0,0
1870,46200,0,0
1871,46201,2,2
1872,46202,1,2
1873,46203,0,0
1874,46204,0,0
1875,46205,2,2
1876,46206,0,0
1877,46207,2,2
1878,46208,0,0
1879,46209,1,0
1880,46210,1,1
1881,46211,2,2
1882,46212,2,2
1883,46213,2,2
1884,46214,0,0
1885,46215,1,0
1886,46216,2,2
1887,46217,2,2
1888,46218,1,1
1889,46219,0,0
1890,46220,0,0
1891,46221,0,0
1892,46222,1,2
1893,46223,1,2
1894,46224,1,2
1895,46225,0,0
1896,46226,2,2
1897,46227,0,0
1898,46228,0,0
1899,46229,1,0
1900,46230,1,0
1901,46231,1,0
1902,46232,2,2
1903,46233,0,0
1904,46234,0,0
1905,46235,2,2
1906,46236,0,0
1907,46237,1,0
1908,46238,1,0
1909,46239,1,0
1910,46240,0,0
1911,46241,0,0
1912,46242,1,0
1913,46243,2,2
1914,46244,1,1
1915,46245,1,0
1916,46246,2,2
1917,46247,1,2
1918,46248,1,2
1919,46249,0,0
1920,46250,1,0
1921,46251,0,0
1922,46252,1,0
1923,46253,0,0
1924,46254,0,0
1925,46255,0,0
1926,46256,1,0
1927,46257,0,0
1928,46258,0,0
1929,46259,1,0
1930,46260,0,0
1931,46261,0,2
1932,46262,0,0
1933,46263,1,0
1934,46264,1,1
1935,46265,1,0
1936,46266,1,0
1937,46267,0,0
1938,46268,2,2
1939,46269,1,0
1940,46270,0,0
1941,46271,2,2
1942,46272,0,0
1943,46273,2,2
1944,46274,0,2
1945,46275,0,0
1946,46276,2,2
1947,46277,1,2
1948,46278,1,2
1949,46279,0,0
1950,46280,0,0
1951,46281,2,2
1952,46282,2,2
1953,46283,0,0
1954,46284,1,2
1955,46285,0,0
1956,46286,0,2
1957,46287,1,0
1958,46288,2,2
1959,46289,0,0
1960,46290,0,0
1961,46291,0,0
1962,46292,1,0
1963,46293,1,0
1964,46294,0,0
1965,46295,2,2
1966,46296,2,2
1967,46297,1,0
1968,46298,0,0
1969,46299,0,0
1970,46300,0,0
1971,46301,1,1
1972,46302,0,0
1973,46303,1,2
1974,46304,0,0
1975,46305,1,0
1976,46306,2,2
1977,46307,1,0
1978,46308,2,2
1979,46309,2,2
1980,46310,1,2
1981,46311,1,0
1982,46312,0,0
1983,46313,0,0
1984,46314,0,0
1985,46315,2,2
1986,46316,2,2
1987,46317,1,2
1988,46318,0,0
1989,46319,0,0
1990,46320,2,2
1991,46321,1,2
1992,46390,1,0
1993,46391,1,1
1994,46392,1,1
1995,46393,2,2
1996,46394,1,1
1997,46395,1,0
1998,46396,1,0
1999,46397,0,2
2000,46398,1,1
2001,46399,1,1
2002,46400,1,1
2003,46401,1,1
2004,46402,2,2
2005,46403,1,0
2006,46404,0,0
2007,46405,1,1
2008,46406,1,0
2009,46407,1,2
2010,46408,1,0
2011,46409,1,0
2012,46410,1,0
2013,46411,0,0
2014,46412,1,0
2015,46413,1,1
2016,46414,0,2
2017,46415,1,1
2018,46416,2,2
2019,46417,1,0
2020,46418,1,1
2021,46419,1,1
2022,46420,1,1
2023,46421,1,2
2024,46422,0,0
2025,46423,0,0
2026,46424,1,0
2027,46425,1,0
2028,46426,2,2
2029,46427,0,0
2030,46428,2,2
2031,46429,2,2
2032,46430,1,1
2033,46431,0,0
2034,46432,1,2
2035,46433,1,1
2036,46434,1,1
2037,46435,1,1
2038,46436,0,0
2039,46437,1,1
2040,46438,2,2
2041,46439,1,1
2042,46440,2,2
2043,46441,1,0
2044,46442,1,0
2045,46443,1,0
2046,46444,1,1
2047,46445,1,0
2048,46446,1,0
2049,46447,1,1
2050,46448,1,1
2051,46449,0,0
2052,46450,1,0
2053,46451,2,2
2054,46452,0,0
2055,46453,2,2
2056,46454,1,1
2057,46455,1,0
2058,46456,1,1
2059,46457,1,2
2060,46458,1,0
2061,46459,2,2
2062,46460,0,0
2063,46461,1,1
2064,46462,1,0
2065,46463,0,0
2066,46464,0,0
2067,46465,0,0
2068,46466,1,0
2069,46467,0,0
2070,46468,0,0
2071,46469,2,2
2072,46470,1,2
2073,46471,1,0
2074,46472,1,1
2075,46473,1,0
2076,46474,1,2
2077,46475,2,2
2078,46476,0,0
2079,46477,0,0
2080,46478,1,2
2081,46479,1,0
2082,46480,0,0
2083,46481,2,2
2084,46482,1,1
2085,46483,0,0
2086,46484,1,0
2087,46485,1,0
2088,46486,2,2
2089,46487,1,2
2090,46488,2,2
2091,46489,1,0
2092,46490,2,2
2093,46491,1,0
2094,46492,0,0
2095,46493,0,2
2096,46494,1,1
2097,46495,1,1
2098,46496,2,2
2099,46497,1,0
2100,46498,0,0
2101,46499,0,0
2102,46500,2,2
2103,46501,1,2
2104,46502,0,2
2105,46503,1,0
2106,46504,0,2
2107,46505,1,1
2108,46506,1,1
2109,46507,1,2
2110,46508,1,1
2111,46509,0,0
2112,46510,0,0
2113,46511,0,0
2114,46512,2,2
2115,46513,0,0
2116,46514,2,2
2117,46515,2,2
2118,46516,0,0
2119,46517,2,2
2120,46518,1,1
2121,46519,1,1
2122,46520,1,0
2123,46521,1,0
2124,46522,0,0
2125,46523,1,0
2126,46524,0,0
2127,46525,1,1
2128,46526,1,1
2129,46527,1,2
2130,46528,1,0
2131,46529,1,0
2132,46530,1,0
2133,46531,1,1
2134,46532,0,2
2135,46533,2,2
2136,46534,0,0
2137,46535,1,1
2138,46536,1,0
2139,46537,2,2
2140,46538,1,0
2141,46539,0,0
2142,46540,1,1
2143,46541,2,2
2144,46542,2,2
2145,46543,1,0
2146,46544,1,1
2147,46545,1,0
2148,46546,1,0
2149,46547,0,0
2150,46548,1,1
2151,46549,0,0
2152,46550,2,2
2153,46551,1,2
2154,46552,1,2
2155,46553,1,1
2156,46554,1,1
2157,46555,0,0
2158,46556,1,2
2159,46557,0,0
2160,46558,2,2
2161,46559,1,0
2162,46560,0,2
2163,46561,2,2
2164,46562,1,0
2165,46563,1,2
2166,46564,1,0
2167,46565,1,0
2168,46566,1,0
2169,46567,0,0
2170,46568,0,0
2171,46569,0,0
2172,46570,1,1
2173,46571,1,0
2174,46572,1,0
2175,46573,1,0
2176,46574,1,1
2177,46575,0,0
2178,46576,1,0
2179,46577,0,0
2180,46578,0,0
2181,46579,2,2
2182,46580,2,2
2183,46581,2,2
2184,46582,0,0
2185,46583,2,2
2186,46584,1,1
2187,46585,1,1
2188,46586,2,2
2189,46587,0,0
2190,46588,0,0
2191,46589,1,2
2192,46590,1,0
2193,46591,1,0
2194,46592,1,0
2195,46593,1,0
2196,46594,1,1
2197,46595,0,0
2198,46596,1,0
2199,46597,0,0
2200,46598,1,0
2201,46599,0,0
2202,46600,2,2
2203,46601,2,2
2204,46602,1,1
2205,46603,1,1
2206,46676,1,2
2207,46677,1,0
2208,46678,2,2
2209,46679,1,0
2210,46680,0,2
2211,46681,0,2
2212,46682,2,2
2213,46683,1,1
2214,46684,2,2
2215,46685,1,0
2216,46686,2,2
2217,46687,1,0
2218,46688,0,2
2219,46689,0,2
2220,46690,1,0
2221,46691,1,0
2222,46692,0,2
2223,46693,0,2
2224,46694,0,2
2225,46695,0,2
2226,46696,0,2
2227,46697,0,2
2228,46698,0,2
2229,46699,0,2
2230,46700,1,0
2231,46701,2,2
2232,46702,2,2
2233,46703,2,2
2234,46704,1,0
2235,46705,1,0
2236,46706,1,0
2237,46707,0,2
2238,46708,0,2
2239,46709,1,2
2240,46710,1,0
2241,46711,0,2
2242,46712,1,1
2243,46713,0,2
2244,46714,0,2
2245,46715,0,2
2246,46716,0,2
2247,46717,0,2
2248,46718,1,1
2249,46719,1,0
2250,46720,1,0
2251,46721,1,0
2252,46722,1,0
2253,46723,0,2
2254,46724,0,0
2255,46725,0,0
2256,46726,1,0
2257,46727,1,0
2258,46728,2,2
2259,46729,0,2
2260,46730,2,2
2261,46731,2,2
2262,46732,0,2
2263,46733,0,0
2264,46734,1,0
2265,46735,0,2
2266,46736,0,2
2267,46737,0,2
2268,46738,1,1
2269,46739,2,2
2270,46740,0,2
2271,46741,1,0
2272,46742,0,2
2273,46743,0,2
2274,46744,0,0
2275,46745,1,0
2276,46746,1,0
2277,46747,1,0
2278,46748,1,0
2279,46749,0,2
2280,46750,1,0
2281,46751,0,2
2282,46752,2,2
2283,46753,0,2
2284,46754,0,2
2285,46755,0,2
2286,46756,0,2
2287,46757,1,0
2288,46758,2,2
2289,46759,1,1
2290,46760,0,2
2291,46761,2,2
2292,46762,1,0
2293,46763,0,2
2294,46764,1,0
2295,46765,0,2
2296,46766,0,2
2297,46767,1,1
2298,46768,2,2
2299,46769,2,2
2300,46770,2,2
2301,46771,1,0
2302,46772,1,0
2303,46773,0,2
2304,46774,0,2
2305,46775,1,0
2306,46776,0,2
2307,46777,1,0
2308,46778,1,0
2309,46779,2,2
2310,46780,0,2
2311,46781,0,0
2312,46782,0,2
2313,46783,0,2
2314,46784,0,2
2315,46785,2,2
2316,46786,0,2
2317,46787,2,2
2318,46788,0,2
2319,46789,1,0
2320,46790,0,2
2321,46791,2,2
2322,46792,0,2
2323,46793,0,2
2324,46794,0,2
2325,46795,1,0
2326,46796,0,2
2327,46797,0,2
2328,46798,0,2
2329,46799,1,0
2330,46800,0,0
2331,46801,0,0
2332,46802,0,2
2333,46803,0,2
2334,46804,0,2
2335,46805,1,0
2336,46806,0,0
2337,46807,0,2
2338,46808,0,2
2339,46809,1,0
2340,46810,1,0
2341,46811,0,2
2342,46812,1,0
2343,46813,1,0
2344,46814,1,0
2345,46815,0,0
2346,46816,0,2
2347,46817,1,0
2348,46818,0,2
2349,46819,1,0
2350,46820,1,0
2351,46821,1,0
2352,46822,0,2
2353,46823,2,2
2354,46824,2,2
2355,46825,1,1
2356,46826,1,1
2357,46827,1,0
2358,46828,1,2
2359,46829,1,0
2360,46830,2,2
2361,46831,1,0
2362,46832,0,2
2363,46833,2,2
2364,46834,0,2
2365,46835,1,0
2366,46836,1,0
2367,46837,1,2
2368,46838,0,2
2369,46839,0,2
2370,46840,1,0
2371,46841,0,2
2372,46842,2,2
2373,46843,0,2
2374,46844,0,2
2375,46845,1,0
2376,46846,0,2
2377,46847,1,0
2378,46848,1,0
2379,46849,0,2
2380,46850,0,2
2381,46851,0,2
2382,46852,2,2
2383,46853,0,0
2384,46854,1,0
2385,46855,2,2
2386,46856,0,2
2387,46857,1,0
2388,46858,1,0
2389,46859,0,2
2390,46860,0,2
2391,46861,0,2
2392,46862,1,0
2393,46863,1,0
2394,46864,1,0
2395,46865,1,0
2396,46866,0,2
2397,46867,1,0
2398,46868,2,2
2399,46869,0,2
2400,46870,0,2
2401,46871,1,0
2402,46872,1,0
2403,46873,0,2
2404,46874,2,2
2405,46875,1,0
2406,46876,1,0
2407,46877,0,2
2408,46878,0,0
2409,46879,0,2
2410,46880,2,2
2411,46881,1,1
2412,46882,0,2
2413,46883,0,0
2414,46884,1,1
2415,46885,2,2
2416,46886,0,2
2417,46887,0,2
2418,46888,2,2
2419,46889,1,2
2420,46890,0,0
2421,46891,2,2
2422,46892,0,0
2423,46893,0,0
2424,46894,1,0
2425,46895,1,0
2426,46896,0,2
2427,46897,0,2
2428,46898,2,2
2429,46899,0,2
2430,46900,0,2
2431,46901,2,2
2432,46902,1,0
2433,46903,2,2
2434,46904,1,2
2435,46905,1,0
2436,46906,0,0
2437,46907,0,0
2438,46908,0,0
2439,46909,1,0
2440,46910,1,2
2441,46911,0,2
2442,46912,0,2
2443,46913,0,2
2444,46914,0,2
2445,46915,1,0
2446,46916,2,2
2447,46917,2,2
2448,46918,2,2
2449,46919,1,0
2450,46920,1,0
2451,46921,1,0
2452,46922,0,0
2453,46923,2,2
2454,46924,0,2
2455,46925,0,2
2456,46926,0,2
2457,46927,0,2
2458,46928,2,2
2459,47068,0,0
2460,47069,0,2
2461,47070,1,2
2462,47071,1,0
2463,47072,1,2
2464,47073,0,2
2465,47074,0,2
2466,47075,0,2
2467,47076,1,1
2468,47077,1,0
2469,47078,0,2
2470,47079,0,2
2471,47080,1,0
2472,47081,0,2
2473,47082,1,2
2474,47083,0,2
2475,47084,0,2
2476,47085,1,0
2477,47086,0,2
2478,47087,0,2
2479,47088,0,2
2480,47089,1,2
2481,47090,0,2
2482,47091,1,0
2483,47092,0,0
2484,47093,0,0
2485,47094,1,0
2486,47095,0,0
2487,47096,0,0
2488,47097,1,0
2489,47098,0,2
2490,47099,0,2
2491,47100,1,0
2492,47101,1,0
2493,47102,0,2
2494,47103,0,2
2495,47104,2,2
2496,47105,0,2
2497,47106,1,0
2498,47107,1,0
2499,47108,1,1
2500,47109,0,2
2501,47110,0,0
2502,47111,0,0
2503,47112,0,2
2504,47113,1,2
2505,47114,1,0
2506,47115,0,2
2507,47116,0,2
2508,47117,1,1
2509,47118,1,0
2510,47119,1,0
2511,47120,0,2
2512,47121,1,0
2513,47122,0,2
2514,47123,0,2
2515,47124,0,2
2516,47125,0,2
2517,47126,2,2
2518,47127,1,0
2519,47128,0,2
2520,47129,2,2
2521,47130,1,0
2522,47131,0,2
2523,47132,0,2
2524,47133,0,2
2525,47134,0,0
2526,47135,1,2
2527,47136,1,0
2528,47137,2,2
2529,47138,1,0
2530,47139,0,2
2531,47140,0,2
2532,47141,0,2
2533,47142,1,0
2534,47143,2,2
2535,47144,0,2
2536,47145,0,2
2537,47146,2,2
2538,47147,2,2
2539,47148,0,2
2540,47149,0,2
2541,47150,1,0
2542,47151,1,0
2543,47152,1,0
2544,47153,0,2
2545,47154,0,2
2546,47155,1,0
2547,47156,0,2
2548,47157,1,0
2549,47158,1,0
2550,47159,0,2
2551,47160,0,2
2552,47161,2,2
2553,47162,2,2
2554,47163,0,2
2555,47164,2,2
2556,47165,1,0
2557,47166,1,0
2558,47167,0,2
2559,47168,0,2
2560,47169,1,0
2561,47170,1,0
2562,47171,0,2
2563,47172,0,2
2564,47173,0,2
2565,47174,1,1
2566,47175,1,0
2567,47176,1,0
2568,47177,1,2
2569,47178,1,2
2570,47179,1,0
2571,47180,2,2
2572,47181,0,2
2573,47182,0,0
2574,47183,0,2
2575,47184,1,0
2576,47185,2,2
2577,47186,1,0
2578,47187,2,2
2579,47188,1,0
2580,47189,0,2
2581,47190,0,0
2582,47191,0,2
2583,47192,1,0
2584,47193,1,0
2585,47194,0,0
2586,47195,0,2
2587,47196,0,0
2588,47197,0,2
2589,47198,1,1
2590,47199,1,2
2591,47200,0,2
2592,47201,1,0
2593,47202,0,0
2594,47203,0,0
2595,47204,0,0
2596,47205,0,2
2597,47206,1,2
2598,47207,1,2
2599,47208,1,0
2600,47209,1,0
2601,47210,2,2
2602,47211,1,1
2603,47212,1,1
2604,47213,1,0
2605,47214,1,2
2606,47215,0,0
2607,47216,0,2
2608,47217,0,2
2609,47218,1,0
2610,47219,1,1
2611,47220,1,1
2612,47221,1,0
2613,47222,0,2
2614,47223,1,0
2615,47224,1,0
2616,47225,2,2
2617,47226,2,2
2618,47227,0,2
2619,47228,0,2
2620,47229,0,0
2621,47230,1,0
2622,47231,1,0
2623,47232,1,0
2624,47233,1,0
2625,47234,1,0
2626,47235,1,0
2627,47236,1,2
2628,47237,0,0
2629,47238,1,0
2630,47239,1,0
2631,47240,0,2
2632,47241,2,2
2633,47242,1,0
2634,47243,1,2
2635,47244,1,2
2636,47245,1,0
2637,47246,1,0
2638,47247,0,2
2639,47248,0,2
2640,47249,2,2
2641,47250,0,2
2642,47251,0,2
2643,47252,0,2
2644,47253,2,2
2645,47254,1,2
2646,47255,1,1
2647,47256,1,0
2648,47257,1,1
2649,47258,2,2
2650,47259,0,2
2651,47260,0,2
2652,47261,0,2
2653,47262,2,2
2654,47263,1,0
2655,47264,1,1
2656,47265,0,2
2657,47266,0,2
2658,47267,0,2
2659,47268,0,2
2660,47269,1,0
2661,47270,1,0
2662,47271,2,2
2663,47272,1,0
2664,47273,2,2
2665,47274,1,0
2666,47275,0,2
2667,47276,1,2
2668,47277,0,2
2669,47278,0,2
2670,47279,0,2
2671,47280,1,0
2672,47281,1,2
2673,47282,1,0
2674,47283,1,0
2675,47284,0,0
2676,47285,0,2
2677,47286,0,2
2678,47287,0,2
2679,47288,0,2
2680,47289,0,0
2681,47290,2,2
2682,47291,1,0
2683,47292,1,0
2684,47293,1,2
2685,47294,2,2
2686,47295,0,2
2687,47296,0,2
2688,47297,0,2
2689,47298,0,2
2690,47299,0,2
2691,47300,1,2
2692,47301,0,2
2693,47302,0,2
2694,47303,0,2
2695,47304,1,0
2696,47305,0,0
2697,47306,1,0
2698,47307,1,2
2699,47308,1,2
2700,47309,0,2
2701,47310,1,0
2702,47311,1,2
2703,47312,0,2
2704,47313,1,0
2705,47314,0,2
2706,47315,1,1
2707,47316,0,0
2708,47317,1,0
2709,47318,2,2
2710,47319,2,2
2711,47320,0,2
2712,47321,0,2
2713,47322,0,2
2714,47323,1,0
2715,47324,0,2
2716,47325,2,2
2717,47326,2,2
2718,47327,0,2
2719,47328,0,2
2720,47329,0,2
2721,47330,1,0
2722,47331,1,0
2723,47332,0,2
2724,47333,1,0
2725,47334,2,2
2726,47335,1,1
2727,47336,2,2
2728,47337,1,0
2729,47338,1,0
2730,47339,1,0
2731,47340,0,0
2732,47341,0,2
2733,47342,0,2
2734,47343,0,2
2735,47344,0,2
2736,47345,1,1
2737,47346,1,1
2738,47347,0,2
2739,47348,2,2
2740,47460,1,0
2741,47461,0,2
2742,47462,2,2
2743,47463,0,2
2744,47464,1,0
2745,47465,0,2
2746,47466,0,2
2747,47467,2,2
2748,47468,0,2
2749,47469,1,0
2750,47470,1,1
2751,47471,1,0
2752,47472,0,2
2753,47473,0,2
2754,47474,2,2
2755,47475,0,2
2756,47476,0,2
2757,47477,1,0
2758,47478,1,2
2759,47479,1,2
2760,47480,2,2
2761,47481,2,2
2762,47482,2,2
2763,47483,2,2
2764,47484,1,0
2765,47485,1,1
2766,47486,1,0
2767,47487,0,2
2768,47488,2,2
2769,47489,2,2
2770,47490,0,2
2771,47491,2,2
2772,47492,1,2
2773,47493,1,0
2774,47494,2,2
2775,47495,1,0
2776,47496,1,0
2777,47497,1,1
2778,47498,1,2
2779,47499,2,2
2780,47500,0,2
2781,47501,1,0
2782,47502,1,0
2783,47503,0,2
2784,47504,1,0
2785,47505,0,2
2786,47506,0,2
2787,47507,0,2
2788,47508,2,2
2789,47509,2,2
2790,47510,0,2
2791,47511,0,2
2792,47512,1,0
2793,47513,1,0
2794,47514,0,2
2795,47515,0,2
2796,47516,0,2
2797,47517,0,2
2798,47518,0,2
2799,47519,0,2
2800,47520,1,2
2801,47521,1,0
2802,47522,1,2
2803,47523,2,2
2804,47524,2,2
2805,47525,2,2
2806,47526,1,0
2807,47527,1,0
2808,47528,1,0
2809,47529,2,2
2810,47530,0,2
2811,47531,0,2
2812,47532,0,2
2813,47533,2,2
2814,47534,0,2
2815,47535,1,2
2816,47536,1,2
2817,47537,0,2
2818,47538,0,2
2819,47539,1,2
2820,47540,0,2
2821,47541,0,2
2822,47542,2,2
2823,47543,2,2
2824,47544,2,2
2825,47545,1,0
2826,47546,1,1
2827,47547,1,2
2828,47548,1,2
2829,47549,1,0
2830,47550,0,2
2831,47551,0,2
2832,47552,2,2
2833,47553,2,2
2834,47554,1,0
2835,47555,1,0
2836,47556,1,0
2837,47557,0,2
2838,47558,0,2
2839,47559,2,2
2840,47560,1,2
2841,47561,0,2
2842,47562,0,2
2843,47563,2,2
2844,47564,1,1
2845,47565,2,2
2846,47566,2,2
2847,47567,2,2
2848,47568,0,2
2849,47569,2,2
2850,47570,1,0
2851,47571,0,2
2852,47572,0,0
2853,47573,0,2
2854,47574,1,0
2855,47575,0,2
2856,47576,0,2
2857,47577,2,2
2858,47578,0,2
2859,47579,1,0
2860,47580,1,2
2861,47581,0,2
2862,47582,0,2
2863,47583,0,2
2864,47584,1,2
2865,47585,0,2
2866,47586,0,2
2867,47587,0,2
2868,47588,1,0
2869,47589,0,2
2870,47590,0,2
2871,47591,0,2
2872,47592,2,2
2873,47593,0,2
2874,47594,0,2
2875,47595,0,2
2876,47596,1,0
2877,47597,0,2
2878,47598,0,2
2879,47599,0,2
2880,47600,2,2
2881,47601,0,2
2882,47602,1,2
2883,47603,2,2
2884,47604,0,2
2885,47605,0,2
2886,47606,2,2
2887,47607,1,2
2888,47608,1,0
