SalesOrderNumber,SalesAmount,MonthNum,WeekdayNum,Loyalty in Years,YearlyIncome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,Max CommuteDistance,MaritalStatus,NumberChildrenAtHome,TotalChildren,Gender
SO44136,3578.27 €,3,7,8,70000,Graduate Degree,Management,1,2,10,M,0,3,M
SO44137,3578.27 €,3,7,8,70000,Bachelors,Professional,0,2,1,S,0,0,F
SO44138,3578.27 €,3,1,8,30000,Bachelors,Clerical,1,0,2,M,0,1,M
SO44139,3578.27 €,3,1,8,20000,High School,Manual,1,2,1,S,2,2,M
SO44140,3578.27 €,3,1,8,20000,Graduate Degree,Clerical,1,0,1,M,0,1,F
SO44141,3578.27 €,3,1,8,10000,High School,Manual,1,0,1,S,3,3,M
SO44142,3578.27 €,3,1,8,40000,High School,Skilled Manual,0,2,2,S,0,0,M
SO44143,3578.27 €,3,1,8,60000,Partial College,Professional,0,2,2,S,0,0,M
SO44144,3578.27 €,3,1,8,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO44145,3578.27 €,3,1,8,60000,Bachelors,Professional,1,1,10,S,0,1,F
SO44146,3578.27 €,3,1,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO44147,3578.27 €,3,1,8,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO44148,3578.27 €,3,2,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO44149,3578.27 €,3,2,8,110000,Partial College,Management,1,3,11,M,5,0,M
SO44150,3578.27 €,3,2,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,F
SO44151,699.10 €,3,2,8,10000,Partial College,Manual,1,1,2,S,0,0,M
SO44152,3399.99 €,3,3,8,10000,Bachelors,Manual,1,0,1,M,0,1,F
SO44153,3578.27 €,3,3,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44154,3578.27 €,3,3,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44155,3578.27 €,3,3,8,70000,Partial College,Professional,0,2,1,S,0,0,M
SO44156,3399.99 €,3,3,8,60000,Partial College,Professional,1,2,5,M,1,2,M
SO44157,3578.27 €,3,3,8,110000,Graduate Degree,Management,1,1,2,S,0,1,M
SO44158,3578.27 €,3,4,8,10000,High School,Manual,0,2,1,M,0,4,F
SO44159,3578.27 €,3,4,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO44160,3578.27 €,3,4,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,F
SO44161,3578.27 €,3,5,8,40000,Bachelors,Clerical,1,0,1,M,0,0,F
SO44162,3578.27 €,3,5,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO44163,3578.27 €,3,5,8,70000,Graduate Degree,Professional,1,3,11,S,5,5,F
SO44164,3578.27 €,3,5,8,40000,Partial College,Skilled Manual,1,1,10,M,0,0,M
SO44165,3578.27 €,3,5,8,100000,Graduate Degree,Management,1,0,5,M,0,0,M
SO44166,699.10 €,3,5,8,40000,Bachelors,Professional,0,1,1,S,0,0,M
SO44167,3578.27 €,3,5,8,60000,Bachelors,Professional,1,1,1,M,0,1,F
SO44168,3578.27 €,3,6,8,10000,Graduate Degree,Manual,1,0,1,M,0,0,M
SO44169,3578.27 €,3,6,8,60000,Partial College,Skilled Manual,0,1,1,S,0,0,M
SO44170,3578.27 €,3,6,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44171,3578.27 €,3,6,8,30000,Partial College,Skilled Manual,1,2,10,M,0,0,F
SO44172,699.10 €,3,6,8,80000,Graduate Degree,Professional,1,0,1,S,0,2,F
SO44173,3578.27 €,3,7,8,20000,High School,Manual,1,0,1,S,2,2,M
SO44174,3578.27 €,3,7,8,70000,Bachelors,Professional,0,2,10,S,0,0,F
SO44175,3578.27 €,3,7,8,90000,Bachelors,Professional,1,3,11,S,0,0,M
SO44176,3578.27 €,3,1,8,10000,Bachelors,Manual,1,0,1,M,0,1,F
SO44177,3374.99 €,3,1,8,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO44178,3578.27 €,3,1,8,60000,Partial College,Skilled Manual,1,2,10,S,0,0,F
SO44179,3374.99 €,3,1,8,60000,Partial College,Professional,1,2,5,M,1,2,F
SO44180,3399.99 €,3,1,8,80000,Partial College,Skilled Manual,1,2,2,M,0,2,M
SO44181,3578.27 €,3,1,8,90000,Bachelors,Professional,1,0,5,M,0,0,F
SO44182,3578.27 €,3,1,8,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO44183,3578.27 €,3,2,8,70000,Bachelors,Professional,1,1,5,S,0,1,M
SO44184,3578.27 €,3,2,8,90000,Bachelors,Professional,1,3,11,M,0,0,M
SO44185,3578.27 €,3,2,8,60000,Bachelors,Professional,1,1,5,M,2,2,F
SO44186,3399.99 €,3,4,8,60000,Partial College,Professional,0,1,5,M,1,2,M
SO44187,3578.27 €,3,4,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO44188,699.10 €,3,5,8,40000,Partial College,Clerical,1,0,2,S,2,2,M
SO44189,699.10 €,3,5,8,40000,Partial College,Clerical,1,0,2,S,2,2,M
SO44190,3374.99 €,3,5,8,80000,Partial College,Skilled Manual,1,2,10,M,0,2,M
SO44191,3578.27 €,3,5,8,120000,Partial High School,Professional,1,4,11,M,5,0,F
SO44192,3578.27 €,3,6,8,10000,High School,Manual,1,1,1,S,2,2,M
SO44193,3578.27 €,3,6,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,F
SO44194,3578.27 €,3,6,8,90000,Bachelors,Professional,1,0,5,M,0,0,F
SO44195,3578.27 €,3,6,8,120000,Partial High School,Professional,1,4,11,M,5,0,M
SO44196,3578.27 €,3,6,8,90000,Bachelors,Professional,1,0,5,M,0,0,M
SO44197,3578.27 €,3,7,8,60000,Partial College,Skilled Manual,1,2,10,M,0,0,F
SO44198,3578.27 €,3,7,8,60000,Bachelors,Skilled Manual,0,2,1,S,2,4,M
SO44199,3578.27 €,3,7,8,110000,Partial High School,Management,1,4,11,M,5,0,F
SO44200,3578.27 €,3,7,8,110000,Graduate Degree,Management,0,2,1,S,0,0,F
SO44201,3578.27 €,3,1,8,20000,Partial College,Manual,1,0,2,S,0,1,M
SO44202,3578.27 €,3,1,8,70000,Bachelors,Professional,1,1,5,M,0,1,F
SO44203,3578.27 €,3,1,8,60000,Bachelors,Skilled Manual,1,2,5,M,2,4,M
SO44204,699.10 €,3,1,8,40000,Bachelors,Professional,0,1,5,S,0,0,M
SO44205,3578.27 €,3,1,8,60000,Bachelors,Professional,1,1,5,M,2,2,M
SO44206,3399.99 €,3,2,8,170000,High School,Professional,1,2,10,M,4,3,F
SO44207,3578.27 €,3,2,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO44208,3399.99 €,3,2,8,60000,Bachelors,Management,1,0,11,S,1,2,F
SO44209,3578.27 €,3,2,8,130000,High School,Management,0,4,11,M,5,5,M
SO44210,3578.27 €,3,3,8,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO44211,3578.27 €,3,3,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO44212,3578.27 €,3,3,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44213,3578.27 €,3,3,8,40000,Bachelors,Management,1,2,10,M,0,2,M
SO44214,3578.27 €,3,3,8,90000,Bachelors,Professional,1,1,5,S,0,2,M
SO44215,3578.27 €,3,4,8,60000,Partial College,Skilled Manual,0,1,5,S,0,0,M
SO44216,3578.27 €,3,4,8,50000,Graduate Degree,Skilled Manual,1,0,1,M,0,0,M
SO44217,3578.27 €,3,4,8,60000,Bachelors,Skilled Manual,0,3,10,S,4,4,M
SO44218,3578.27 €,3,4,8,60000,Partial High School,Skilled Manual,0,2,2,M,0,2,M
SO44219,699.10 €,3,4,8,60000,Bachelors,Skilled Manual,1,1,5,S,3,3,F
SO44220,3399.99 €,3,4,8,80000,Partial College,Skilled Manual,1,2,10,M,0,2,M
SO44221,3578.27 €,3,4,8,100000,Partial High School,Professional,1,4,11,M,5,0,F
SO44222,3578.27 €,3,4,8,110000,Partial High School,Professional,1,4,11,M,5,0,M
SO44223,3578.27 €,3,5,8,40000,Bachelors,Skilled Manual,1,0,2,M,1,1,M
SO44224,3578.27 €,3,5,8,40000,High School,Skilled Manual,1,2,5,M,2,4,F
SO44225,699.10 €,3,6,8,30000,High School,Manual,0,1,5,S,0,0,F
SO44226,3578.27 €,3,6,8,20000,Partial College,Manual,0,0,1,S,1,1,F
SO44227,3374.99 €,3,6,8,30000,Partial College,Clerical,1,1,1,S,2,2,F
SO44228,3399.99 €,3,6,8,20000,Graduate Degree,Clerical,1,0,1,M,0,1,F
SO44229,3399.99 €,3,6,8,60000,Partial College,Professional,1,2,5,M,1,2,F
SO44230,3578.27 €,3,6,8,110000,Partial College,Management,1,3,11,M,5,0,M
SO44231,699.10 €,3,6,8,30000,Bachelors,Clerical,1,0,2,M,0,1,M
SO44232,3578.27 €,3,6,8,70000,Partial College,Skilled Manual,0,1,1,M,0,1,M
SO44233,3578.27 €,3,7,8,20000,Partial High School,Manual,0,2,2,S,0,0,M
SO44234,3578.27 €,3,7,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44235,3578.27 €,3,7,8,70000,Graduate Degree,Management,1,2,2,M,0,3,F
SO44236,3578.27 €,3,7,8,70000,Graduate Degree,Professional,1,1,5,S,0,2,F
SO44237,3578.27 €,3,7,8,110000,Graduate Degree,Management,1,1,5,S,0,1,M
SO44238,3578.27 €,3,7,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO44239,3578.27 €,3,1,8,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO44240,3578.27 €,3,1,8,110000,Bachelors,Management,0,4,10,M,4,3,F
SO44241,3578.27 €,3,1,8,70000,Bachelors,Professional,1,1,5,S,0,0,F
SO44242,3578.27 €,3,1,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44243,3578.27 €,3,1,8,90000,Bachelors,Professional,1,0,1,M,0,2,F
SO44244,3578.27 €,3,1,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,F
SO44245,699.10 €,3,1,8,10000,Partial College,Manual,1,1,2,S,0,0,F
SO44246,3578.27 €,3,2,8,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO44247,3578.27 €,3,2,8,90000,Bachelors,Professional,1,2,11,M,0,0,F
SO44248,3578.27 €,3,2,8,110000,Partial College,Management,0,3,11,M,5,0,M
SO44249,3578.27 €,3,3,8,40000,Bachelors,Skilled Manual,1,0,2,M,1,1,M
SO44250,3578.27 €,3,3,8,60000,Partial College,Skilled Manual,1,1,5,S,0,1,M
SO44251,3578.27 €,3,3,8,70000,Graduate Degree,Professional,1,1,5,S,0,2,F
SO44252,3578.27 €,3,4,8,30000,Bachelors,Clerical,1,0,5,M,1,1,M
SO44253,3578.27 €,3,4,8,70000,Partial College,Skilled Manual,1,2,10,M,0,0,M
SO44254,3578.27 €,3,4,8,50000,High School,Professional,0,2,2,S,0,0,M
SO44255,699.10 €,3,4,8,80000,Graduate Degree,Professional,1,0,1,M,0,2,F
SO44256,3578.27 €,3,4,8,90000,Bachelors,Professional,1,2,11,M,0,0,M
SO44257,3578.27 €,3,5,8,10000,Graduate Degree,Manual,1,0,1,M,0,0,F
SO44258,3578.27 €,3,5,8,110000,Bachelors,Management,1,4,10,M,4,3,M
SO44259,3578.27 €,3,5,8,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO44260,3578.27 €,3,5,8,80000,Graduate Degree,Professional,0,0,1,S,0,1,F
SO44261,3578.27 €,3,5,8,60000,Partial High School,Skilled Manual,1,2,10,M,0,3,F
SO44262,699.10 €,3,5,8,30000,Bachelors,Clerical,1,0,1,M,0,1,F
SO44263,3578.27 €,3,5,8,60000,Bachelors,Professional,1,1,1,M,2,2,F
SO44264,3578.27 €,3,5,8,60000,Bachelors,Professional,1,1,5,M,2,2,M
SO44265,699.10 €,3,5,8,10000,Partial College,Manual,1,1,5,M,0,0,M
SO44266,699.10 €,3,5,8,20000,Bachelors,Clerical,1,0,1,S,0,0,M
SO44267,699.10 €,3,6,8,40000,Bachelors,Professional,1,0,1,M,0,0,M
SO44268,3578.27 €,3,6,8,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO44269,699.10 €,3,7,8,60000,Bachelors,Skilled Manual,0,0,1,S,3,3,F
SO44270,3578.27 €,3,1,8,20000,High School,Manual,1,2,1,S,2,2,F
SO44271,3578.27 €,3,1,8,40000,Bachelors,Skilled Manual,1,0,1,M,1,1,F
SO44272,3578.27 €,3,1,8,20000,Partial College,Manual,1,0,2,M,1,1,F
SO44273,3578.27 €,3,1,8,60000,Bachelors,Skilled Manual,0,3,10,S,4,4,M
SO44274,3578.27 €,3,1,8,70000,Bachelors,Professional,1,2,5,M,2,4,M
SO44275,3578.27 €,3,1,8,110000,High School,Management,1,4,11,M,5,0,M
SO44276,3578.27 €,3,1,8,90000,Graduate Degree,Management,1,0,1,M,0,1,F
SO44277,3578.27 €,3,1,8,120000,Graduate Degree,Management,0,2,1,S,0,1,M
SO44278,3578.27 €,3,1,8,90000,Bachelors,Professional,1,0,5,M,0,0,F
SO44279,3578.27 €,3,1,8,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO44320,3578.27 €,4,3,8,130000,Partial College,Professional,0,3,1,S,4,3,F
SO44321,3578.27 €,4,3,8,60000,High School,Professional,0,2,2,S,0,2,M
SO44322,699.10 €,4,3,8,40000,Graduate Degree,Clerical,1,0,1,S,0,0,F
SO44323,3399.99 €,4,3,8,80000,High School,Skilled Manual,0,2,2,S,0,2,F
SO44324,3578.27 €,4,4,8,20000,Partial College,Manual,1,1,5,S,0,2,M
SO44325,3374.99 €,4,4,8,70000,Partial College,Skilled Manual,1,1,10,S,0,1,M
SO44326,3578.27 €,4,4,8,10000,Partial College,Manual,0,1,1,S,0,0,F
SO44327,3578.27 €,4,5,8,30000,High School,Clerical,1,1,5,M,0,1,M
SO44328,3578.27 €,4,5,8,20000,Bachelors,Clerical,1,0,1,M,0,0,F
SO44329,3578.27 €,4,5,8,10000,Partial College,Manual,0,1,1,S,0,0,F
SO44330,3578.27 €,4,5,8,60000,Bachelors,Professional,0,1,1,S,0,1,F
SO44331,3578.27 €,4,6,8,100000,Partial College,Professional,1,4,10,S,2,1,M
SO44332,3578.27 €,4,6,8,80000,High School,Skilled Manual,1,2,10,S,0,2,M
SO44333,3399.99 €,4,7,8,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO44334,3578.27 €,4,7,8,90000,High School,Professional,1,1,11,M,1,2,F
SO44335,699.10 €,4,7,8,30000,Bachelors,Clerical,1,0,1,M,0,1,F
SO44336,3399.99 €,4,7,8,40000,Partial High School,Skilled Manual,0,4,5,M,1,2,M
SO44337,3374.99 €,4,7,8,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO44338,3578.27 €,4,7,8,60000,Bachelors,Professional,1,3,11,M,0,0,M
SO44339,3578.27 €,4,7,8,70000,Bachelors,Professional,1,2,11,M,0,0,F
SO44340,3578.27 €,4,7,8,60000,Graduate Degree,Management,1,1,10,M,0,2,M
SO44341,3374.99 €,4,1,8,60000,Partial High School,Skilled Manual,0,3,5,M,1,3,M
SO44342,699.10 €,4,1,8,50000,Bachelors,Skilled Manual,1,3,10,S,5,5,F
SO44343,3578.27 €,4,1,8,20000,Bachelors,Clerical,1,0,1,S,0,0,M
SO44344,3578.27 €,4,2,8,130000,Partial College,Professional,1,3,10,M,4,3,M
SO44345,3578.27 €,4,2,8,60000,Bachelors,Professional,1,1,5,M,0,1,F
SO44346,699.10 €,4,2,8,80000,Graduate Degree,Professional,1,0,1,M,0,3,F
SO44347,3578.27 €,4,2,8,10000,High School,Manual,1,0,5,M,1,1,M
SO44348,3578.27 €,4,3,8,40000,Graduate Degree,Clerical,1,0,1,S,0,0,M
SO44349,3578.27 €,4,3,8,130000,Bachelors,Management,0,3,1,S,2,2,M
SO44350,3578.27 €,4,3,8,160000,Bachelors,Management,1,3,1,M,1,1,F
SO44351,3578.27 €,4,3,8,60000,High School,Professional,1,2,10,S,0,2,M
SO44352,3578.27 €,4,3,8,70000,Graduate Degree,Management,0,2,2,S,0,3,F
SO44353,699.10 €,4,3,8,60000,Graduate Degree,Professional,1,0,5,S,0,0,M
SO44354,699.10 €,4,3,8,80000,Bachelors,Skilled Manual,1,2,5,S,3,3,F
SO44355,3399.99 €,4,3,8,100000,Graduate Degree,Management,1,0,1,M,0,0,F
SO44356,3399.99 €,4,3,8,60000,Bachelors,Professional,1,1,1,M,0,1,M
SO44357,3578.27 €,4,3,8,80000,High School,Skilled Manual,1,2,10,S,0,2,F
SO44358,3578.27 €,4,3,8,20000,Bachelors,Clerical,1,0,1,M,0,0,M
SO44359,3578.27 €,4,4,8,10000,Graduate Degree,Manual,1,0,1,M,0,0,F
SO44360,3578.27 €,4,4,8,40000,Graduate Degree,Clerical,1,0,1,S,0,0,M
SO44361,3578.27 €,4,4,8,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,M
SO44362,3578.27 €,4,4,8,160000,Bachelors,Management,1,3,1,M,2,1,M
SO44363,3578.27 €,4,4,8,100000,Partial College,Professional,1,4,10,M,2,3,F
SO44364,3374.99 €,4,4,8,90000,Bachelors,Professional,1,0,2,M,2,2,F
SO44365,3578.27 €,4,4,8,10000,High School,Manual,1,0,5,M,1,1,M
SO44366,3578.27 €,4,4,8,40000,Partial High School,Clerical,1,2,10,S,0,3,M
SO44367,699.10 €,4,4,8,20000,Bachelors,Clerical,1,0,1,M,0,0,F
SO44368,3578.27 €,4,5,8,30000,Bachelors,Clerical,1,0,1,M,0,3,M
SO44369,3578.27 €,4,5,8,100000,Partial College,Professional,1,2,5,M,2,0,M
SO44370,3578.27 €,4,5,8,90000,Bachelors,Professional,1,2,11,S,0,0,M
SO44371,3578.27 €,4,5,8,110000,Bachelors,Management,1,3,5,M,1,4,M
SO44372,3578.27 €,4,5,8,10000,High School,Manual,0,0,2,S,1,1,F
SO44373,3578.27 €,4,6,8,30000,Bachelors,Clerical,0,0,2,S,1,1,F
SO44374,3578.27 €,4,6,8,30000,Bachelors,Clerical,1,0,1,S,0,0,M
SO44375,3578.27 €,4,6,8,130000,Partial College,Professional,0,3,1,S,5,0,F
SO44376,3374.99 €,4,6,8,40000,Bachelors,Professional,1,0,1,S,0,0,F
SO44377,3578.27 €,4,6,8,100000,Partial College,Professional,1,4,5,M,1,4,M
SO44378,3374.99 €,4,6,8,70000,Partial High School,Skilled Manual,1,2,5,M,1,2,M
SO44379,3374.99 €,4,6,8,170000,Graduate Degree,Management,1,2,1,M,0,0,M
SO44380,3578.27 €,4,6,8,10000,High School,Manual,0,0,5,S,1,1,F
SO44381,3578.27 €,4,7,8,160000,Partial College,Professional,0,2,11,M,5,4,M
SO44382,3399.99 €,4,7,8,20000,Graduate Degree,Clerical,1,0,1,M,0,1,M
SO44383,3578.27 €,4,7,8,120000,High School,Professional,1,4,10,S,3,1,F
SO44384,3578.27 €,4,7,8,70000,Graduate Degree,Management,0,2,2,S,0,3,M
SO44385,3578.27 €,4,7,8,70000,Graduate Degree,Management,1,2,10,M,0,3,F
SO44386,3578.27 €,4,7,8,40000,Partial College,Clerical,1,1,2,M,0,1,M
SO44387,3374.99 €,4,7,8,60000,Bachelors,Professional,1,1,10,M,0,1,M
SO44388,3578.27 €,4,7,8,10000,High School,Manual,0,0,2,S,1,1,F
SO44389,3578.27 €,4,7,8,20000,Bachelors,Clerical,1,0,1,S,0,0,M
SO44390,3578.27 €,4,7,8,60000,Graduate Degree,Management,1,1,1,M,0,2,M
SO44391,3578.27 €,4,7,8,10000,Partial College,Manual,1,1,5,S,0,0,F
SO44392,3578.27 €,4,7,8,10000,High School,Manual,1,2,1,M,0,0,M
SO44393,3399.99 €,4,1,8,40000,Bachelors,Professional,0,0,1,S,0,0,M
SO44394,3578.27 €,4,1,8,80000,Partial College,Professional,0,2,1,S,0,3,F
SO44395,3578.27 €,4,1,8,40000,High School,Skilled Manual,0,2,1,S,0,0,M
SO44396,3399.99 €,4,1,8,70000,Partial High School,Skilled Manual,0,2,5,M,1,2,M
SO44397,699.10 €,4,1,8,70000,Graduate Degree,Professional,1,0,1,M,0,4,F
SO44398,3578.27 €,4,1,8,20000,Bachelors,Clerical,1,0,1,M,0,0,M
SO44399,3578.27 €,4,2,8,90000,Partial College,Professional,0,1,5,M,0,0,M
SO44400,3578.27 €,4,2,8,40000,Partial College,Clerical,1,1,2,M,0,1,F
SO44401,3578.27 €,4,2,8,130000,Graduate Degree,Management,0,3,1,S,0,0,F
SO44402,3578.27 €,4,3,8,20000,Partial High School,Manual,0,2,2,S,0,0,F
SO44403,3374.99 €,4,3,8,70000,Bachelors,Management,1,2,2,M,0,5,F
SO44404,3578.27 €,4,4,8,60000,High School,Professional,1,2,10,M,0,2,F
SO44405,3578.27 €,4,4,8,90000,Partial College,Professional,0,1,5,S,0,2,M
SO44406,3578.27 €,4,4,8,40000,Partial College,Professional,0,2,2,S,0,3,M
SO44407,3374.99 €,4,4,8,80000,High School,Professional,0,2,2,S,0,2,F
SO44408,3374.99 €,4,4,8,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO44409,699.10 €,4,4,8,20000,Bachelors,Clerical,0,0,1,S,0,0,F
SO44410,3578.27 €,4,5,8,60000,High School,Professional,1,2,10,S,0,2,F
SO44411,3578.27 €,4,5,8,30000,High School,Clerical,1,1,5,M,0,1,F
SO44412,3374.99 €,4,5,8,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO44413,3578.27 €,4,6,8,100000,Partial College,Management,1,4,11,M,4,3,M
SO44414,3578.27 €,4,6,8,40000,High School,Skilled Manual,0,2,1,S,0,0,M
SO44415,3578.27 €,4,6,8,40000,Bachelors,Professional,1,1,5,S,0,0,M
SO44416,3399.99 €,4,6,8,80000,High School,Skilled Manual,0,2,2,S,0,2,F
SO44417,3578.27 €,4,6,8,20000,Bachelors,Clerical,1,0,1,S,0,0,F
SO44418,3578.27 €,4,6,8,20000,Bachelors,Clerical,1,0,1,S,0,0,M
SO44419,3578.27 €,4,6,8,50000,Graduate Degree,Management,1,1,10,M,0,2,M
SO44420,3578.27 €,4,6,8,70000,High School,Skilled Manual,1,2,10,M,0,2,M
SO44421,3578.27 €,4,7,8,110000,High School,Management,1,3,11,S,5,4,M
SO44422,699.10 €,4,7,8,30000,Partial College,Clerical,1,0,1,S,3,3,F
SO44423,3578.27 €,4,7,8,40000,Partial College,Clerical,1,1,2,M,0,1,M
SO44424,3578.27 €,4,7,8,10000,High School,Manual,0,0,2,S,1,1,F
SO44425,3578.27 €,4,7,8,80000,Partial College,Skilled Manual,1,2,10,S,0,2,F
SO44426,3578.27 €,4,1,8,40000,Graduate Degree,Clerical,1,0,1,M,0,0,M
SO44427,3578.27 €,4,1,8,20000,Partial College,Manual,1,1,5,M,0,2,F
SO44428,3578.27 €,4,1,8,60000,Graduate Degree,Professional,0,1,1,S,0,0,F
SO44429,3578.27 €,4,1,8,30000,High School,Clerical,1,1,5,M,0,1,M
SO44430,3578.27 €,4,1,8,20000,Partial College,Manual,1,0,1,S,0,0,M
SO44431,3578.27 €,4,1,8,10000,Partial College,Manual,1,1,2,S,0,0,M
SO44432,3578.27 €,4,2,8,50000,Graduate Degree,Skilled Manual,1,0,1,S,0,0,F
SO44433,3578.27 €,4,2,8,60000,High School,Professional,1,2,10,S,0,2,M
SO44434,3578.27 €,4,2,8,80000,Graduate Degree,Skilled Manual,1,0,2,M,0,0,F
SO44435,3578.27 €,4,3,8,40000,Partial College,Clerical,1,2,2,S,3,3,M
SO44436,699.10 €,4,3,8,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO44437,3399.99 €,4,3,8,80000,High School,Professional,1,2,10,S,0,2,M
SO44438,3578.27 €,4,3,8,10000,High School,Manual,0,1,2,S,0,0,F
SO44439,3578.27 €,4,4,8,130000,High School,Management,0,3,1,S,5,4,M
SO44440,3578.27 €,4,4,8,10000,High School,Manual,1,1,5,M,1,1,F
SO44441,3578.27 €,4,4,8,70000,Graduate Degree,Management,1,2,10,S,0,3,F
SO44442,699.10 €,4,4,8,70000,Graduate Degree,Professional,1,0,1,M,0,5,M
SO44443,3578.27 €,4,4,8,30000,Partial College,Clerical,0,2,10,M,0,2,M
SO44444,3578.27 €,4,6,8,40000,Partial College,Clerical,1,1,1,S,2,2,M
SO44445,3578.27 €,4,7,8,30000,Partial College,Clerical,0,2,2,M,0,3,F
SO44446,3578.27 €,4,7,8,20000,Bachelors,Clerical,1,0,1,M,0,0,M
SO44447,3578.27 €,4,1,8,10000,High School,Manual,0,1,2,S,1,1,M
SO44448,3578.27 €,4,1,8,90000,Partial College,Professional,0,1,2,S,3,4,F
SO44449,3578.27 €,4,1,8,60000,Partial High School,Skilled Manual,0,2,2,S,0,2,F
SO44450,3578.27 €,4,1,8,60000,Partial High School,Skilled Manual,1,2,10,S,0,2,F
SO44451,3578.27 €,4,1,8,60000,Partial High School,Skilled Manual,0,2,2,M,0,2,M
SO44452,699.10 €,4,1,8,30000,Bachelors,Clerical,1,0,1,M,0,1,M
SO44453,3578.27 €,4,1,8,10000,High School,Manual,0,0,2,S,1,1,M
SO44454,3578.27 €,4,1,8,20000,Bachelors,Clerical,0,0,1,M,0,0,F
SO44455,3578.27 €,4,1,8,70000,High School,Skilled Manual,1,2,10,S,0,2,M
SO44456,699.10 €,4,1,8,10000,Partial College,Manual,1,1,5,M,0,0,F
SO44457,3578.27 €,4,2,8,80000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO44458,3578.27 €,4,2,8,90000,Partial College,Professional,1,0,10,S,1,2,M
SO44459,3578.27 €,4,2,8,110000,Partial College,Professional,1,4,10,S,3,3,M
SO44460,699.10 €,4,2,8,40000,Graduate Degree,Clerical,1,0,1,M,0,1,M
SO44461,3578.27 €,4,2,8,20000,Bachelors,Clerical,1,0,1,M,0,0,F
SO44462,3578.27 €,4,3,8,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO44463,699.10 €,4,3,8,40000,Bachelors,Professional,1,0,1,M,0,0,F
SO44464,3578.27 €,4,3,8,60000,Graduate Degree,Management,1,2,10,M,0,3,F
SO44465,699.10 €,4,3,8,60000,Bachelors,Professional,1,2,1,M,2,4,M
SO44466,699.10 €,4,3,8,70000,Graduate Degree,Professional,1,3,11,S,5,5,M
SO44467,3399.99 €,4,3,8,80000,High School,Skilled Manual,1,2,10,M,0,2,M
SO44468,3374.99 €,4,3,8,80000,High School,Professional,1,2,10,S,0,2,F
SO44469,3578.27 €,4,3,8,20000,Bachelors,Clerical,1,0,1,M,0,0,F
SO44470,3578.27 €,4,3,8,10000,High School,Manual,0,0,5,S,1,1,M
SO44471,699.10 €,4,3,8,10000,High School,Manual,0,2,1,S,0,0,M
SO44472,3578.27 €,4,4,8,40000,Bachelors,Skilled Manual,1,0,1,M,1,1,F
SO44473,3578.27 €,4,4,8,90000,Partial College,Professional,1,3,10,S,4,5,M
SO44474,699.10 €,4,4,8,80000,Graduate Degree,Professional,1,0,1,M,0,2,M
SO44475,3399.99 €,4,4,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO44476,3578.27 €,4,4,8,10000,High School,Manual,0,0,2,S,1,1,F
SO44477,3578.27 €,4,4,8,20000,Bachelors,Clerical,1,0,1,M,0,0,M
SO44478,3578.27 €,4,4,8,10000,Partial College,Manual,1,1,2,S,0,0,F
SO44479,3374.99 €,4,4,8,40000,Bachelors,Professional,0,0,1,S,0,0,F
SO44480,3374.99 €,4,4,8,80000,Bachelors,Management,0,1,2,S,1,3,M
